userId,timestamp,review,item,rating,helpfulness,gender,category,item_id,item_price,user_city
5860,82706,I love eBay,eBay,5.0,2.0,M,Online Stores & Services,88,149.0,34
5860,82706,Google is the GREATEST,Google,5.0,2.0,M,Online Stores & Services,32,100.62,34
5860,82906,Tastier than most sandwich shops,Subway,4.0,2.0,M,Restaurants & Gourmet,73,48.0,34
5861,112800,Disappointing,Unbreakable,2.0,0.0,M,Movies,82,51.13,22
5862,22200,Best I've Found,Huggies Ultra Trim Diapers,5.0,4.0,M,Kids & Family,35,50.0,36
5863,111300,SONY LIVES UP TO HYPE AND MORE,Sony PlayStation 2 Slimline Console,5.0,3.0,F,Games,67,71.52,37
5864,20500,A Decent Finale to the Trilogy,Scream 3,4.0,4.0,M,Movies,61,32.0,8
5864,20900,The Penultimate Sim,The Sims 2: Open for Business for Windows,4.0,4.0,M,Games,79,27.0,8
5865,10601,Great For Geeks,All Advantage,1.0,0.0,M,Online Stores & Services,1,23.08,37
5866,12500,"John Cofee, like the drink, but spelled different",Green Mile,5.0,4.0,M,Movies,33,140.0,0
5867,50100,"Not worth your time or effort, heres WHY",Spedia,2.0,0.0,M,Online Stores & Services,70,58.32,37
5867,50200,AA Compared to other companies,All Advantage,4.0,3.0,M,Online Stores & Services,1,23.08,37
5867,61000,Losing their top ranking,All Advantage,4.0,0.0,M,Online Stores & Services,1,23.08,37
5868,122600,Mission Impoosible 2 too high of standards to live up to.,Mission: Impossible II,4.0,3.0,M,Movies,42,144.28,37
5868,122700,Sprint may be the better choice.,Road Runner (includes MediaOne),2.0,0.0,M,Online Stores & Services,58,135.59,37
5868,122700,A great way to tell your friends Happy Holidays.,Blue Mountain Arts eCards,5.0,0.0,M,Online Stores & Services,13,91.29,37
5868,122800,Not just your normal search engine.,Google,4.0,0.0,M,Online Stores & Services,32,100.62,37
5870,111999,In need of an armrest,Sleepy Hollow,3.0,4.0,M,Movies,66,62.0,0
5870,121599,Malkovich! Malkovich? Malkovich.,Being John Malkovich,5.0,3.0,M,Movies,11,52.0,0
702,10702,Amazon.com: Pioneer in On- Line Retailing,Amazon.com,5.0,4.0,F,Online Stores & Services,3,129.82,15
702,12600,You can Count on American Airlines,American Airlines,5.0,4.0,F,Hotels & Travel,4,61.0,15
702,21001,"Google, Where Have You Been All My Life!!",Google,5.0,4.0,F,Online Stores & Services,32,100.62,15
702,22800,AOL: Always Over- Loaded,AOL (America Online),2.0,4.0,F,Online Stores & Services,0,145.84,15
702,22900,Take Advantage of This Right Now!,All Advantage,2.0,4.0,F,Online Stores & Services,1,23.08,15
702,31805,PayPal is My Friend,PayPal,4.0,4.0,F,Personal Finance,52,38.0,15
702,31904,Netflix.com: DVD Rentals in Cyberspace,NetFlix,3.0,4.0,F,Online Stores & Services,45,94.54,15
702,43002,Ebay: Come and Experience the World's Largest Garage Sale!,eBay,4.0,4.0,F,Online Stores & Services,88,149.0,15
702,51100,The McDonalds Mystique,McDonald's,3.0,4.0,F,Restaurants & Gourmet,41,30.74,15
702,51300,Freshness is the Key,Wendy's,5.0,4.0,F,Restaurants & Gourmet,84,69.0,15
702,51700,"Good- Tasting Food, but Too Few Choices.",Burger King,3.0,4.0,F,Restaurants & Gourmet,16,49.0,15
702,52300,Muy Bien Mexican Food,Taco Bell,4.0,4.0,F,Restaurants & Gourmet,74,108.3,15
702,52400,Full- Service Restaurant with Fast- Food Quality,Olive Garden,2.0,4.0,F,Restaurants & Gourmet,49,32.0,15
702,52600,"Fresh Subs, Made to Order",Subway,3.0,4.0,F,Restaurants & Gourmet,73,48.0,15
702,52802,Dear United Airlines: Please Invest Some Money in Your Web Site!,United Airlines,2.0,4.0,F,Hotels & Travel,83,119.87,15
702,60900,"&quot;I'd Like a Vegemite Sandwich, Please&quot;",Outback Steakhouse,5.0,4.0,F,Restaurants & Gourmet,50,25.0,15
702,61704,Perfect Storm- Is it an Accurate Retelling of the Book?,Perfect Storm,3.0,4.0,F,Movies,54,129.87,15
702,62904,"Mypoints.com: Mine, all Mine!",MyPoints.com,4.0,4.0,F,Online Stores & Services,43,72.0,15
702,80101,Priceline.com: The No Option Flight Reservation Service,Priceline Flight Reservations,2.0,4.0,F,Online Stores & Services,56,15.42,15
702,92300,"Adults Need to Play, Too!",Las Vegas,4.0,4.0,F,Hotels & Travel,37,35.31,15
702,102201,American Airlines Will Get You Where You Need to Go!,American Airlines,4.0,4.0,F,Hotels & Travel,4,61.0,15
702,102501,"Southwest.com: Very fast, Very Cheap",Southwest Airlines,5.0,4.0,F,Hotels & Travel,69,108.69,15
702,110600,Delta Airlines: They're Coming to Take You Away!,Delta Air Lines,4.0,4.0,F,Hotels & Travel,20,116.0,15
702,110700,Let Me Shoot That Monkey!,Treeloot.com,1.0,4.0,F,Online Stores & Services,81,94.83,15
702,112200,Applebee's: Coming Soon to a Neighborhood Near You,Applebee's,3.0,4.0,F,Restaurants & Gourmet,8,88.0,15
702,120105,"Big Bank, Big Money, Big Customer Service Issues",Bank of America,2.0,4.0,F,Personal Finance,10,59.21,15
702,120700,This Greeting Card Service Needs a Face Lift,Blue Mountain Arts eCards,3.0,4.0,F,Online Stores & Services,13,91.29,15
702,122404,"You're a Mean One, Jim Carrey",How the Grinch Stole Christmas,3.0,4.0,F,Movies,34,65.0,15
5871,10800,Big Is Not Always Better,Bank of America,5.0,4.0,F,Personal Finance,10,59.21,13
5873,11802,Get ready for the SPAM / Don't expect it's a bargain,NetFlix,2.0,3.0,F,Online Stores & Services,45,94.54,34
5872,90900,Interesting Show,Blue's Clues,4.0,0.0,M,Kids & Family,14,62.01,34
5872,90900,Once Great Now Dirt,All Advantage,1.0,4.0,M,Online Stores & Services,1,23.08,34
5872,90900,Fun and Free,Blue Mountain Arts eCards,5.0,0.0,M,Online Stores & Services,13,91.29,34
5875,60300,The Mucho Grande-a Nacho Bell Grande on Steriods,Taco Bell,5.0,0.0,M,Restaurants & Gourmet,74,108.3,33
5875,100400,X Finance is no longer worthwhile,X.com,1.0,0.0,M,Personal Finance,87,93.55,33
5876,102603,"Overall amazon.com is a top-notch reseller with low prices, fast shipping and great customer service.",Amazon.com,5.0,2.0,F,Online Stores & Services,3,129.82,37
5877,61500,"Very Anomalous, Twisted Ending",Dogma,3.0,0.0,F,Movies,22,87.59,14
5878,32908,"Wonderful, positive experience!  We plan on sticking with Netflix!",NetFlix,5.0,0.0,M,Online Stores & Services,45,94.54,0
703,11100,AOL  I'll keep it!!!!!!,AOL (America Online),5.0,,M,Online Stores & Services,0,145.84,11
703,11300,Yuck,American Pie,3.0,3.0,M,Movies,6,117.89,11
704,51502,"It woulda been nice, but it wasn't",Gladiator,4.0,0.0,F,Movies,30,65.17,3
704,111100,AOL sucks,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,3
701,20600,You Gotta Work For It!,FreeRide.com,4.0,4.0,F,Online Stores & Services,28,147.0,38
701,41000,"Soup, Salad or.........",Olive Garden,4.0,4.0,F,Restaurants & Gourmet,49,32.0,38
701,50400,Away We Go!,Southwest Airlines,4.0,4.0,F,Hotels & Travel,69,108.69,38
701,50601,E-Bay is My Way!,eBay,5.0,4.0,F,Online Stores & Services,88,149.0,38
701,52300,Subway is OK!,Subway,3.0,4.0,F,Restaurants & Gourmet,73,48.0,38
701,52600,McDonald's Makes Great French Fries!,McDonald's,4.0,4.0,F,Restaurants & Gourmet,41,30.74,38
701,60506,Netflix.com the easy to use video store,NetFlix,3.0,4.0,F,Online Stores & Services,45,94.54,38
701,90402,"Outback Steakhouse, A Bonzer Good Time!",Outback Steakhouse,5.0,4.0,F,Restaurants & Gourmet,50,25.0,38
701,93001,I Have a Job Building Roller Coasters!,Roller Coaster Tycoon For Windows,5.0,4.0,F,Games,59,90.83,38
701,120202,"Burger King, I have it my way and stay away!",Burger King,2.0,4.0,F,Restaurants & Gourmet,16,49.0,38
5879,10207,Great for books and standard (generic) product purchases.,Amazon.com,3.0,2.0,F,Online Stores & Services,3,129.82,6
5880,120299,Missing the target,Alta Vista (by 1stUp),3.0,0.0,M,Online Stores & Services,2,46.63,4
5880,123099,"AOL ok, Install SUCKS!",AOL (America Online),4.0,4.0,M,Online Stores & Services,0,145.84,4
5881,40200,Freeride is a free ride,FreeRide.com,4.0,0.0,F,Online Stores & Services,28,147.0,11
5881,40300,Learning to Count,Spedia,1.0,4.0,F,Online Stores & Services,70,58.32,11
5881,40501,Give me back my money,PayPal,1.0,0.0,F,Personal Finance,52,38.0,11
5881,42901,No tiger or dragon,"Crouching Tiger, Hidden Dragon",3.0,3.0,F,Movies,18,117.0,11
5881,51401,A Hollywood concoction gone bad,Patriot,2.0,0.0,F,Movies,51,73.65,11
5881,111800,Its really Free,FreeRide.com,5.0,4.0,F,Online Stores & Services,28,147.0,11
5881,112200,You are never Blue,Blue Mountain Arts eCards,5.0,3.0,F,Online Stores & Services,13,91.29,11
5881,121200,Good,Google,5.0,3.0,F,Online Stores & Services,32,100.62,11
5882,31701,Harry Potter is cool!,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,3.0,M,Books,36,96.0,12
5882,31701,McDonalds is cool,McDonald's,5.0,3.0,M,Restaurants & Gourmet,41,30.74,12
5883,121800,"Stink, Stank, Stunk!",How the Grinch Stole Christmas,3.0,3.0,F,Movies,34,65.0,21
5884,10701,I grew up loving McDonalds,McDonald's,4.0,0.0,F,Restaurants & Gourmet,41,30.74,29
5884,112000,Max (the dog) was the best part of the whole movie,How the Grinch Stole Christmas,3.0,0.0,F,Movies,34,65.0,29
5885,72700,eh,Patriot,3.0,3.0,M,Movies,51,73.65,12
5886,12101,Not as good as advertised,Cast Away,2.0,3.0,F,Movies,17,126.5,25
5887,32200,eBay SCAM!!,eBay,1.0,4.0,M,Online Stores & Services,88,149.0,9
5887,111600,Jim Carrey Aside...,How the Grinch Stole Christmas,5.0,0.0,M,Movies,34,65.0,9
5887,112200,Minor Plot Mentions-- Read even so,Unbreakable,3.0,4.0,M,Movies,82,51.13,9
5888,22100,american pie,American Pie,5.0,3.0,M,Movies,6,117.89,5
5888,41600,what a movie!!!!!!!,Sixth Sense,5.0,3.0,M,Movies,65,41.16,5
5889,83100,X the x-men from your list,X-Men,2.0,3.0,F,Movies,86,66.39,3
5890,122308,Very Pleased With Quicken Loans,Quicken Loans,5.0,3.0,F,Personal Finance,57,36.0,1
705,12000,Connies Back!,NBC,4.0,0.0,F,Media,44,92.0,6
5891,70300,The only way to go,Priceline Flight Reservations,5.0,4.0,M,Online Stores & Services,56,15.42,29
362,11900,"Like White Bread, You Can't Love it or Hate It",AOL (America Online),3.0,4.0,M,Online Stores & Services,0,145.84,14
362,12800,Leave Your Car in Jersey For the Love of God!!!!!!!!!!!!!,New York City,3.0,4.0,M,Hotels & Travel,47,136.0,14
362,30200,A Whole Lot of Fuss Over Nothing!,Teletubbies,3.0,4.0,M,Kids & Family,76,48.25,14
5892,12400,It Really is a good show,"Simpsons, The",5.0,3.0,F,Kids & Family,64,40.0,4
5892,20900,The best steaks in the biz,Outback Steakhouse,4.0,4.0,F,Restaurants & Gourmet,50,25.0,4
5892,50800,Did Somebody Say.....VOMIT??,McDonald's,2.0,4.0,F,Restaurants & Gourmet,41,30.74,4
5892,51300,Make a run for the restroom....,Taco Bell,4.0,4.0,F,Restaurants & Gourmet,74,108.3,4
5892,100400,That's Amore!!,Olive Garden,4.0,0.0,F,Restaurants & Gourmet,49,32.0,4
5893,60500,It's Just 10:30: An opinion on Mcdonald's breakfast policy.,McDonald's,4.0,4.0,F,Restaurants & Gourmet,41,30.74,37
5894,22208,star wars episode 1 darth maul adventures,Star Wars Episode I: The Phantom Menace,3.0,3.0,F,Movies,71,23.0,10
5894,62108,Zelda Ocarina of time n64 great game?,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,3.0,F,Games,77,59.0,10
5896,110302,Final Fantasy 7,Final Fantasy VIII for PlayStation 1,5.0,4.0,F,Games,27,136.05,26
5898,21100,My Points is the way to go,MyPoints.com,5.0,0.0,M,Online Stores & Services,43,72.0,12
5898,21100,Freeride is the best,FreeRide.com,5.0,4.0,M,Online Stores & Services,28,147.0,12
5898,21100,Ebay is the greatest,eBay,5.0,4.0,M,Online Stores & Services,88,149.0,12
5899,100799,No good,AOL (America Online),1.0,4.0,M,Online Stores & Services,0,145.84,15
5899,102699,My Favorite Movie,Matrix,5.0,4.0,M,Movies,40,24.51,15
5900,72100,The best diapers,Luvs Ultra Leakguards Stretch,5.0,3.0,F,Kids & Family,38,104.94,17
363,112299,Blair Witch Keeps You Guessing,Blair Witch Project,4.0,4.0,F,Movies,12,44.0,38
5901,122800,A complete system with a bright future,Sony PlayStation 2 Slimline Console,4.0,4.0,F,Games,67,71.52,23
5902,121799,The Green Mile touches every emotion,Green Mile,5.0,1.0,M,Movies,33,140.0,4
5903,20600,The green smile,Green Mile,5.0,1.0,M,Movies,33,140.0,17
5904,53100,Not Just Another Porn Title,Gladiator,4.0,3.0,M,Movies,30,65.17,12
5904,53100,Cattle Train,Southwest Airlines,3.0,3.0,M,Hotels & Travel,69,108.69,12
5904,53100,Mission Impossible 2 Many,Mission: Impossible II,3.0,3.0,M,Movies,42,144.28,12
5905,112601,Give People a Break,AOL (America Online),1.0,0.0,M,Online Stores & Services,0,145.84,2
5905,122199,GOOD and BAD POINTS,AOL (America Online),2.0,3.0,M,Online Stores & Services,0,145.84,2
5906,11400,"So far, NetZero is a Big Zero. . .",NetZero,2.0,4.0,F,Online Stores & Services,46,53.0,39
5907,121999,My isp,AOL (America Online),4.0,4.0,F,Online Stores & Services,0,145.84,25
5907,123199,money for nothing,All Advantage,5.0,0.0,F,Online Stores & Services,1,23.08,25
5908,121999,Absolute Award Winner,Green Mile,5.0,4.0,M,Movies,33,140.0,34
5909,21601,When your butts in a sling and you got no money...,Blue Mountain Arts eCards,4.0,4.0,F,Online Stores & Services,13,91.29,4
5909,100200,"When it's Thursday, it's that time!",NBC,5.0,4.0,F,Media,44,92.0,4
706,20700,Let your child decide...,Teletubbies,4.0,4.0,F,Kids & Family,76,48.25,26
706,20800,We are looking for Blues Clues,Blue's Clues,5.0,4.0,F,Kids & Family,14,62.01,26
706,20800,A must for those last minute people!,Blue Mountain Arts eCards,5.0,4.0,F,Online Stores & Services,13,91.29,26
706,22700,Diaper Blowout~,Luvs Ultra Leakguards Stretch,2.0,0.0,F,Kids & Family,38,104.94,26
706,22800,$10 Free?  It's True!!,PayPal,5.0,4.0,F,Personal Finance,52,38.0,26
706,50500,Start Sampling?? I'm trying but I can't find any!!,StartSampling.Com,2.0,4.0,F,Online Stores & Services,72,49.0,26
5910,50200,Think About It,McDonald's,5.0,0.0,F,Restaurants & Gourmet,41,30.74,2
5911,92900,Treeloot a waste of time,Treeloot.com,1.0,4.0,F,Online Stores & Services,81,94.83,28
5911,101000,Great Original Movie,Being John Malkovich,5.0,4.0,F,Movies,11,52.0,28
5911,101000,Funny to the MAX,American Pie,5.0,4.0,F,Movies,6,117.89,28
707,12000,Compares the facts of life,American Pie,5.0,4.0,M,Movies,6,117.89,25
707,12500,Confusing to use.,All Advantage,3.0,4.0,M,Online Stores & Services,1,23.08,25
5912,30400,!!IT'S A CLASSIC GAME THAT YOU NEED TO HAVE!!!,Golden Eye 007 for Nintendo 64,4.0,4.0,F,Games,31,83.48,7
5914,121700,Far from Perfect,Perfect Storm,1.0,4.0,F,Movies,54,129.87,14
708,41800,Ups and Downs for Phantom Menace,Star Wars Episode I: The Phantom Menace,4.0,0.0,F,Movies,71,23.0,16
5915,13004,"Nice job, Amazon",Amazon.com,5.0,2.0,F,Online Stores & Services,3,129.82,0
5916,71200,McDonalds,McDonald's,1.0,3.0,M,Restaurants & Gourmet,41,30.74,29
5916,80900,Getting paid ,All Advantage,5.0,3.0,M,Online Stores & Services,1,23.08,29
5916,122600,You will love this movie ,Sixth Sense,5.0,4.0,M,Movies,65,41.16,29
5916,122600,Is this movie making fun of other movies or spooking itself ,Scary Movie,2.0,0.0,M,Movies,60,53.0,29
5917,10501,Better for Babies than Toddlers,Luvs Ultra Leakguards Stretch,2.0,0.0,F,Kids & Family,38,104.94,33
5917,30901,Why did I wait so long? ,Road Runner (includes MediaOne),4.0,4.0,F,Online Stores & Services,58,135.59,33
5917,80901,Where's the protection?,Huggies Ultra Trim Diapers,1.0,3.0,F,Kids & Family,35,50.0,33
5913,41900,"Must See Movie, ",Sixth Sense,5.0,3.0,M,Movies,65,41.16,19
5913,52100,cool free stuff,FreeRide.com,4.0,3.0,M,Online Stores & Services,28,147.0,19
5913,52600,Banking the right way,X.com,5.0,0.0,M,Personal Finance,87,93.55,19
5913,120601,easy shopping,Amazon.com,4.0,3.0,M,Online Stores & Services,3,129.82,19
5913,121599,Very True Title,Sleepy Hollow,2.0,0.0,M,Movies,66,62.0,19
5918,61301,Great movie!,Shrek,5.0,3.0,M,Movies,63,75.14,18
5918,61401,Now THIS is fast food!,Burger King,5.0,3.0,M,Restaurants & Gourmet,16,49.0,18
709,31600,Just Say NO!  In Layman's Terms!,Earthlink,1.0,4.0,M,Online Stores & Services,23,68.0,36
5919,72000,DIABLO II...MEDIOCRE?,Diablo 2 - Bestseller Series for Windows,2.0,3.0,F,Games,21,52.51,13
5919,72200,funny,Scary Movie,5.0,4.0,F,Movies,60,53.0,13
5919,72200,priceless,Scary Movie,5.0,3.0,F,Movies,60,53.0,13
5920,11704,The Sims: Fantasy Life,The Sims 2: Open for Business for Windows,5.0,3.0,M,Games,79,27.0,36
5922,22401,I'm Ga Ga for Google,Google,5.0,0.0,M,Online Stores & Services,32,100.62,12
5922,31301,"Your Way, Right Away, What A Whopper!",Burger King,2.0,4.0,M,Restaurants & Gourmet,16,49.0,12
5921,12600,Too Much Trouble,Playtex Diaper Genie System,2.0,4.0,M,Kids & Family,55,12.0,8
5923,62607,Check Out Your Options Before Using Quicken Loans,Quicken Loans,1.0,0.0,F,Personal Finance,57,36.0,15
710,121599,I'm not going in the woods anytime soon!,Sleepy Hollow,5.0,1.0,F,Movies,66,62.0,21
5925,71800,A great kids game too!,The Sims 2: Open for Business for Windows,3.0,3.0,F,Games,79,27.0,3
5925,71800,A good start,Spedia,4.0,0.0,F,Online Stores & Services,70,58.32,3
5928,30404,McDonald's: The Old Standby.,McDonald's,3.0,0.0,F,Restaurants & Gourmet,41,30.74,17
5929,122705,ABSOLUTELY HORRIBLE - PLEASE READ!,Amazon.com,1.0,0.0,F,Online Stores & Services,3,129.82,15
5930,41300,Doesn't Get Any Easier Than This....,PayPal,5.0,0.0,M,Personal Finance,52,38.0,39
5931,30806,The game that became a legend fails to impress me.,Final Fantasy VIII for PlayStation 1,2.0,4.0,F,Games,27,136.05,38
711,101200,The Strip,Las Vegas,4.0,3.0,F,Hotels & Travel,37,35.31,19
5932,51900,No Substitute for Subway,Subway,5.0,0.0,F,Restaurants & Gourmet,73,48.0,18
5933,122010,My new refinance.,Quicken Loans,5.0,3.0,M,Personal Finance,57,36.0,11
5934,20400,X.Com is X-Cellent,X.com,5.0,4.0,M,Personal Finance,87,93.55,16
5935,61900,Why I DIDN't like the Fight Club,Fight Club,3.0,4.0,M,Movies,26,97.53,2
5935,62300,The BEST Movie of the Year,Patriot,5.0,4.0,M,Movies,51,73.65,2
712,52000,Why respect a huge rainforest killing conglomerate? ,McDonald's,4.0,4.0,M,Restaurants & Gourmet,41,30.74,4
712,52000,Used to think it was great - back in 1994!,AOL (America Online),1.0,4.0,M,Online Stores & Services,0,145.84,4
712,61600,Large and in charge!,Outback Steakhouse,5.0,4.0,M,Restaurants & Gourmet,50,25.0,4
5936,10602,the console that could have been,Sega Dreamcast Grey Console,4.0,0.0,M,Games,62,62.0,4
5926,103199,ISP of hard knocks,Earthlink,4.0,4.0,M,Online Stores & Services,23,68.0,20
5926,103199,"AOL, another perspective",AOL (America Online),1.0,4.0,M,Online Stores & Services,0,145.84,20
5937,52600,Danger is my MIDDLE name!,American Beauty,5.0,3.0,M,Movies,5,59.0,2
5938,82206,Duct Tape Airlines,Northwest Airlines,1.0,3.0,M,Hotels & Travel,48,82.0,31
713,90300,Only Good For Beginners To The Internet,AOL (America Online),3.0,0.0,F,Online Stores & Services,0,145.84,15
5939,81501,"Mom, are you on E-Bay again?",eBay,4.0,0.0,M,Online Stores & Services,88,149.0,29
5939,81501,"Get Out, to Outback",Outback Steakhouse,5.0,0.0,M,Restaurants & Gourmet,50,25.0,29
5940,62802,AA from CLT to PHX via STL,American Airlines,4.0,4.0,F,Hotels & Travel,4,61.0,11
5940,70302,DON'T Shop ShopNBC!,NBC,1.0,4.0,F,Media,44,92.0,11
5940,81101,Road Runner or Road Walker? (Updated 8/02),Road Runner (includes MediaOne),4.0,4.0,F,Online Stores & Services,58,135.59,11
715,60300,"cheese, cheese, cheese, with good stunts",Mission: Impossible II,2.0,0.0,M,Movies,42,144.28,9
715,121299,Even Burton could not fix this script,Sleepy Hollow,3.0,1.0,M,Movies,66,62.0,9
715,121399,The movie that will offend anyone,"South Park: Bigger, Longer & Uncut",4.0,0.0,M,Movies,68,143.11,9
715,121899,Wow!,American Beauty,5.0,0.0,M,Movies,5,59.0,9
5942,21800,Fun Cards,Blue Mountain Arts eCards,5.0,0.0,F,Online Stores & Services,13,91.29,13
5943,12700,Most fun I've had at the movies since &quot;Short Circuit&quot;,Galaxy Quest,5.0,3.0,M,Movies,29,67.0,39
5943,112900,"I liked it, and so did the Missus",Unbreakable,5.0,4.0,M,Movies,82,51.13,39
5945,32109,Quicken Loans refinance experience,Quicken Loans,5.0,3.0,M,Personal Finance,57,36.0,16
5946,112599,Sleepy Hell!,Sleepy Hollow,4.0,0.0,M,Movies,66,62.0,30
5948,30701,Fighting with reason,Fight Club,5.0,3.0,F,Movies,26,97.53,8
714,40200,The #1 Thriller of All Time ... Believe Me!,Sixth Sense,5.0,4.0,F,Movies,65,41.16,6
714,51200,Taco Hell!,Taco Bell,1.0,0.0,F,Restaurants & Gourmet,74,108.3,6
714,101499,I Love the Fox in my Area!,FOX,4.0,4.0,F,Media,25,80.0,6
714,102499,Doesn't the M mean MUSIC?,MTV,1.0,4.0,F,Media,39,138.0,6
714,111100,How All Advantage CHEATED ME!,All Advantage,1.0,4.0,F,Online Stores & Services,1,23.08,6
714,111199,WOW!,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,3.0,F,Games,77,59.0,6
5949,10600,my first flight on southwest,Southwest Airlines,5.0,3.0,M,Hotels & Travel,69,108.69,8
5949,12500,For the lovers of the game,The Legend Of Zelda Ocarina Of Time for Nintendo 64,4.0,0.0,M,Games,77,59.0,8
5949,21000,The Best One so far,Toy Story 2,5.0,3.0,M,Movies,80,143.01,8
5949,21600,so you like to kill,Golden Eye 007 for Nintendo 64,3.0,0.0,M,Games,31,83.48,8
5949,30200,for the parent who loves their children,"Simpsons, The",2.0,3.0,M,Kids & Family,64,40.0,8
5949,41000,is this the best one yet,Star Wars Episode I: The Phantom Menace,5.0,3.0,M,Movies,71,23.0,8
5950,22502,Only the Bombing Scenes Save This Truly Silly Movie,Pearl Harbor,2.0,4.0,M,Movies,53,141.75,21
5950,42401,"Spartacus Redux, or Do You Like Movies About Gladiators, Timmy?",Gladiator,3.0,4.0,M,Movies,30,65.17,21
5950,50700,Where No Parody Has Gone Before,Galaxy Quest,5.0,4.0,M,Movies,29,67.0,21
5950,51801,Beauty and the Beast Meets Brer Rabbit,Shrek,4.0,4.0,M,Movies,63,75.14,21
5951,121400,My Choice For Best Foreign Film,"Crouching Tiger, Hidden Dragon",5.0,4.0,M,Movies,18,117.0,6
5952,73100,More funny than scary,Scary Movie,5.0,0.0,F,Movies,60,53.0,16
716,111499,Not what people think it is,The Original Furby,3.0,3.0,M,Kids & Family,78,22.38,6
717,20700,Movies within Movies are a Scream,Scream 3,4.0,4.0,M,Movies,61,32.0,33
717,20900,The Bad Sequel Tradition is Over!,Toy Story 2,5.0,3.0,M,Movies,80,143.01,33
5954,11300,Too Much Mr. Ripley,Talented Mr. Ripley,2.0,0.0,M,Movies,75,89.0,34
5955,20307,"Lots of Items to buy, but Lots of Fees for Sellers",eBay,4.0,4.0,M,Online Stores & Services,88,149.0,35
5955,61809,Road Runner Fast But Can Be Buggy,Road Runner (includes MediaOne),3.0,4.0,M,Online Stores & Services,58,135.59,35
5955,82704,Great shopping for almost anything you could need,Amazon.com,5.0,0.0,M,Online Stores & Services,3,129.82,35
5956,11810,My Refinancing experience,Quicken Loans,5.0,3.0,M,Personal Finance,57,36.0,8
718,111000,Muy Magnifico!,Olive Garden,5.0,0.0,F,Restaurants & Gourmet,49,32.0,39
5953,11200,Sixth Sense- best thriller of '99,Sixth Sense,5.0,3.0,F,Movies,65,41.16,29
5953,20100,Simpsons-funny but not for children,"Simpsons, The",4.0,3.0,F,Kids & Family,64,40.0,29
5953,40900,Make easy money with AllAdvantage.com,All Advantage,3.0,4.0,F,Online Stores & Services,1,23.08,29
5953,52400,MI2 not as good as MI1,Mission: Impossible II,2.0,3.0,F,Movies,42,144.28,29
5953,52701,Pearl Harbor-What a Blast!,Pearl Harbor,4.0,3.0,F,Movies,53,141.75,29
5957,12810,Had to cancel credit card because of Amazon.com!,Amazon.com,1.0,1.0,M,Online Stores & Services,3,129.82,9
5958,53000,Ebay---auction site for buyers,eBay,4.0,0.0,M,Online Stores & Services,88,149.0,17
5959,12400,Its got graphics......,Sega Dreamcast Grey Console,3.0,0.0,M,Games,62,62.0,31
5959,12400,Ow... this movie hurts,Blair Witch Project,1.0,0.0,M,Movies,12,44.0,31
5959,20100,The Anti-Internet,AOL (America Online),1.0,4.0,M,Online Stores & Services,0,145.84,31
5959,22700,The Sims is like a drug,The Sims 2: Open for Business for Windows,5.0,4.0,M,Games,79,27.0,31
5960,31800,Best Game Ever,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,4.0,M,Games,77,59.0,8
5961,101000,Not just for kids anymore...,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,0.0,F,Books,36,96.0,36
5961,101000,MTV's 'M' is apparently meaningless,MTV,1.0,4.0,,Media,39,138.0,36
720,121099,Is it really free?,NetZero,2.0,0.0,M,Online Stores & Services,46,53.0,24
5962,101600,The newest Australian Accent,Gladiator,5.0,0.0,M,Movies,30,65.17,31
5963,13100,Green Miles Gentle Giant,Green Mile,5.0,4.0,M,Movies,33,140.0,8
5963,21000,Will History be Repeated,Sega Dreamcast Grey Console,2.0,0.0,M,Games,62,62.0,8
5964,61802,"Say goodbye to PS2, say hello to Xbox and Gamecube",Sony PlayStation 2 Slimline Console,2.0,3.0,F,Games,67,71.52,28
5965,33111,Quicken Mortgage Loan,Quicken Loans,5.0,3.0,F,Personal Finance,57,36.0,29
5966,111209,"Fast, Efficient, and Disgusting",McDonald's,1.0,4.0,F,Restaurants & Gourmet,41,30.74,8
721,92199,The Matrix rocks DVD,Matrix,5.0,0.0,M,Movies,40,24.51,38
722,71200,"Educational, silly fun",Blue's Clues,5.0,0.0,F,Kids & Family,14,62.01,39
722,72000,AOL is a POS,AOL (America Online),1.0,3.0,F,Online Stores & Services,0,145.84,39
722,72100,Better diaper for less money - what could be better ??,Luvs Ultra Leakguards Stretch,5.0,0.0,F,Kids & Family,38,104.94,39
722,72100,"Hi, my name is Bob...and I'm a Sims-aholic",The Sims 2: Open for Business for Windows,4.0,4.0,F,Games,79,27.0,39
5968,31401,I'll Take The $12 Steak vs. that $60,Outback Steakhouse,4.0,4.0,F,Restaurants & Gourmet,50,25.0,36
5969,12200,This is the worst,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,36
5970,82800,Grimace Blows,McDonald's,2.0,3.0,M,Restaurants & Gourmet,41,30.74,26
5971,12600,I'm saving $20 a month!,Alta Vista (by 1stUp),5.0,4.0,F,Online Stores & Services,2,46.63,32
